.00
244.48,463.00
244.05,462.00
244.05,461.00
244.05,461.00
244.05,462.00
244.05,461.00
244.42,462.00
244.42,463.00
244.42,461.00
244.42,463.00
244.17,462.00
244.17,460.00
244.17,461.00
244.17,459.00
244.36,461.00
244.36,461.00
244.36,461.00
244.36,462.00
244.36,461.00
244.36,462.00
244.36,460.00
244.36,461.00
244.36,460.00
244.11,460.00
244.11,462.00
244.11,461.00
244.11,462.00
244.54,460.00
244.54,461.00
244.54,461.00
244.54,461.00
244.18,460.00
244.18,461.00
244.18,462.00
244.18,461.00
244.18,462.00
244.11,462.00
244.11,460.00
244.11,460.00
244.11,461.00
244.42,461.00
244.42,461.00
244.42,462.00
244.42,462.00
244.23,461.00
244.23,460.00
244.23,461.00
244.23,461.00
244.23,459.00
244.55,461.00
244.55,461.00
244.55,461.00
244.55,459.00
244.30,461.00
244.30,463.00
244.30,461.00
244.30,463.00
244.23,460.00
244.23,462.00
244.23,460.00
244.23,461.00
244.23,461.00
244.24,460.00
244.24,462.00
244.24,462.00
244.24,462.00
244.17,460.00
244.17,462.00
244.17,461.00
244.17,461.00
244.30,461.00
244.30,462.00
244.30,461.00
244.30,461.00
244.48,461.00
244.48,461.00
244.48,462.00
244.48,460.00
244.48,462.00
244.29,462.00
244.29,460.00
244.29,461.00
244.29,461.00
244.55,461.00
244.55,461.00
244.55,460.00
244.55,462.00
244.36,461.00
244.36,461.00
244.36,462.00
244.36,461.00
244.36,461.00
244.06,461.00
244.06,461.00
244.06,460.00
244.06,461.00
244.55,461.00
244.55,461.00
244.55,461.00
244.55,461.00
244.36,461.00
244.36,461.00
244.36,461.00
244.36,463.00
244.36,461.00
243.93,461.00
243.93,462.00
243.93,462.00
243.93,461.00
244.05,461.00
244.05,461.00
244.05,461.00
244.05,462.00
244.61,461.00
244.61,464.00
244.61,461.00
244.61,462.00
0.00,463.00
244.29,460.00
244.29,461.00
244.29,462.00
244.29,461.00
244.36,461.00
244.36,461.00
244.36,462.00
244.36,462.00
244.29,462.00
244.29,461.00
244.29,461.00
244.29,462.00
244.47,461.00
244.60,462.00
244.60,459.00
244.60,461.00
244.60,463.00
243.99,462.00
243.99,461.00
243.99,461.00
243.99,461.00
243.74,463.00
243.74,461.00
243.74,463.00
243.74,461.00
244.42,460.00
244.42,462.00
244.42,461.00
244.42,461.00
244.42,460.00
244.55,462.00
244.55,462.00
244.55,460.00
244.55,461.00
244.18,460.00
244.18,460.00
244.18,461.00
244.18,460.00
244.54,461.00
244.54,461.00
244.54,460.00
244.54,461.00
244.54,461.00
244.05,460.00
244.05,461.00
244.05,461.00
244.05,460.00
244.29,460.00
244.29,459.00
244.29,461.00
244.29,460.00
243.86,459.00
243.86,460.00
243.86,461.00
243.86,460.00
243.86,460.00
243.86,462.00
243.86,461.00
243.86,461.00
243.86,461.00
243.86,461.00
243.86,461.00
243.86,461.00
243.86,460.00
244.17,460.00
244.17,459.00
244.17,460.00
244.17,461.00
243.93,460.00
243.93,460.00
243.93,461.00
243.93,461.00
243.93,461.00
243.93,460.00
243.93,460.00
243.93,461.00
243.93,461.00
243.99,461.00
243.99,461.00
243.99,461.00
243.99,461.00
244.36,460.00
244.36,459.00
244.36,460.00
244.36,461.00
244.36,460.00
244.49,461.00
244.49,461.00
244.49,461.00
244.49,461.00
244.24,461.00
244.24,460.00
244.24,460.00
244.24,461.00
244.18,461.00
244.18,461.00
244.18,461.00
244.18,462.00
244.18,461.00
243.81,460.00
243.81,463.00
243.81,461.00
243.81,461.00
244.42,461.00
244.42,461.00
244.42,462.00
244.42,460.00
243.93,460.00
243.93,463.00
243.93,459.00
243.93,462.00
244.42,462.00
244.42,459.00
244.42,460.00
244.42,460.00
244.42,461.00
244.42,460.00
244.42,460.00
244.42,458.00
244.42,460.00
244.73,458.00
244.73,460.00
244.73,461.00
244.73,461.00
244.66,460.00
244.66,462.00
244.66,459.00
244.66,460.00
244.66,461.00
243.87,460.00
243.87,459.00
243.87,459.00
243.87,460.00
244.29,460.00
244.29,461.00
244.29,459.00
244.29,461.00
244.36,462.00
244.36,462.00
244.36,462.00
244.36,461.00
244.36,461.00
244.30,461.00
244.30,460.00
244.30,461.00
244.30,460.00
244.35,460.00
244.35,460.00
244.35,461.00
244.35,460.00
244.66,461.00
244.66,461.00
244.66,461.00
244.66,462.00
